2.70,2.98,3.21,3.34,3.41,3.58,3.59,3.65,3.67,3.87,4.42,4.63,4.93,4.94,5.54,5.84
4.01,4.53,5.06,5.19,5.21,5.33,5.41,5.58,6.17,6.42,6.50,7.44,9.09,9.26,12.87,30.61
4.84,5.15,5.20,5.22,5.99,6.16,6.42,7.13,8.76,8.92,11.95,16.71,24.00,30.59,35.11,90.03
5.00,5.13,5.19,5.63,5.74,7.86,8.52,10.67,26.44,32.38,33.22,42.22,54.31,58.62,60.88,89.61
4.97,5.28,5.29,5.34,5.50,5.64,5.71,6.91,12.04,24.32,33.57,34.45,44.12,161.47,199.10,243.36
6.03,8.26,8.31,20.42,24.67,43.14,46.53,57.94,58.69,63.39,105.16,216.73,316.54,403.83,590.73,658.80
14.62,48.35,139.14,152.44,158.99,194.58,219.01,221.56,236.75,272.87,276.86,323.93,349.62,360.93,467.28,571.68
