0.89,0.89,0.84,0.80,0.79,0.79,0.76,0.63,0.63,0.55,0.54,0.52,0.52,0.45,0.40,0.39
0.86,0.79,0.77,0.77,0.76,0.72,0.70,0.69,0.68,0.62,0.60,0.59,0.54,0.53,0.52,0.38
0.81,0.73,0.72,0.70,0.63,0.61,0.60,0.53,0.52,0.50,0.48,0.46,0.46,0.43,0.40,0.35
0.78,0.71,0.61,0.59,0.59,0.57,0.54,0.54,0.54,0.51,0.50,0.40,0.40,0.40,0.39,0.37
0.82,0.77,0.76,0.73,0.70,0.69,0.69,0.54,0.50,0.48,0.47,0.41,0.41,0.40,0.36,0.35
0.75,0.64,0.61,0.55,0.52,0.49,0.44,0.43,0.43,0.38,0.35,0.33,0.32,0.31,0.30,0.26
0.69,0.68,0.67,0.65,0.59,0.44,0.43,0.41,0.41,0.39,0.38,0.37,0.35,0.34,0.32,0.29
