,loss,test_loss,acc,test_acc
0,1.4663004221547629,1.407525170540464,0.41819554548886373,0.48893922234805587
1,1.4082703587513614,1.4235772674786296,0.4893922234805587,0.4739901849754624
2,1.4147977140790597,1.4119132748548535,0.4848622121555304,0.48742921857304644
3,1.4099009647461527,1.411223318265832,0.49090222725556815,0.4907512268780672
4,1.4263527733116335,1.409743616834355,0.4751226878067195,0.4923367308418271
5,1.4200942116083155,1.3969532881957898,0.4822952057380143,0.5058512646281615
6,1.419760012684237,1.418069086788933,0.48335220838052095,0.4850887127217818
7,1.4111884083724828,1.4051848943682685,0.4921102302755757,0.49860324650811627
8,1.4204738183297974,1.4241497067437656,0.48274820687051717,0.4789731974329936
9,1.4391666889766563,1.4297989537750466,0.46379765949414875,0.4735371838429596
10,1.4187434284007492,1.4194636917920505,0.4847867119667799,0.48433371083427706
11,1.4255942025622308,1.4206383680375878,0.4786711966779917,0.48320120800302
12,1.4325721592142961,1.4191394667118644,0.47119667799169496,0.48493771234428085
13,1.439180288337855,1.4407611705254817,0.4648546621366553,0.46342015855039637
14,1.4253752277669123,1.417912401150966,0.4788221970554926,0.48659871649679126
15,1.4346132088398589,1.4150453975811097,0.4695356738391846,0.48931672329180825
16,1.4412016474106462,1.4438684962797856,0.46304265760664404,0.46077765194412984
17,1.4347086568961396,1.421338645156455,0.46961117402793506,0.4824462061155153
18,1.5004297008261012,1.500537603949579,0.4037750094375236,0.404152510381276
19,1.4950719700343367,1.4925808584056615,0.40951302378255944,0.4118535296338241
20,1.4761826617706224,1.4227642431351297,0.42823707059267646,0.4816157040392601
21,1.4253186664143622,1.417515436520323,0.479199697999245,0.48682521706304266
22,1.4402936671091162,1.4582969402345483,0.4639486598716497,0.44620611551528877
23,1.4617550911534811,1.4335221020495834,0.4426576066440166,0.47097017742544356
24,1.4447298634455399,1.4426316621798825,0.4596451491128728,0.4619856549641374
25,1.4366166110775898,1.445689154419922,0.4676481691204228,0.45896564741411855
26,1.4420533111129983,1.4316671384129547,0.46266515666289165,0.47308418271045677
27,1.4368766811158922,1.4507047957268313,0.4676481691204228,0.4539826349565874
28,1.4498564220856929,1.4669192087823066,0.45488863722159306,0.43790109475273686
29,1.4393243922127619,1.439082233802132,0.4653076632691582,0.46560966402416004
30,1.4400773065677588,1.5108588185287328,0.464477161192903,0.3938089845224613
31,1.4392329710693175,1.4212547903475554,0.46538316345790864,0.48335220838052095
32,1.4290759629673428,1.4206000462822292,0.4757266893167233,0.4842582106455266
33,1.4255819050010277,1.450902063201591,0.47904869762174407,0.45383163457908643
34,1.472449713283115,1.4679396181290851,0.4323895809739524,0.4367685919214798
35,1.457533988111837,1.4256972152253855,0.44718761796904494,0.47889769724424314
36,1.432750892523982,1.4389625419165202,0.4718761796904492,0.4658361645904115
37,1.4621046634687893,1.4392318921388636,0.44258210645526613,0.46560966402416004
38,1.4574313077373782,1.4391989529420788,0.44718761796904494,0.4654586636466591
39,1.4324192036177226,1.425873635471731,0.4722536806342016,0.47889769724424314
40,1.4415483860577938,1.4447587259149781,0.46319365798414497,0.45994714986787466
41,1.4550144922906074,1.5005567456789062,0.4496791241978105,0.40422801057002644
42,1.4561740257889753,1.4397583436850765,0.44854662136655343,0.46500566251415626
43,1.4477646224164733,1.4604375276012698,0.45700264250660627,0.444318610796527
44,1.4502113999951864,1.4233251000947997,0.4544356360890902,0.4815402038505096
45,1.4385000951048257,1.4236294365159556,0.4662136655341638,0.48101170252925635
46,1.4728062363062504,1.5070584240742928,0.4320120800302001,0.3975839939599849
47,1.4838859222937322,1.4713197618290998,0.4207625519063798,0.4333710834277086
48,1.4548641123633455,1.4318471211166197,0.44990562476406193,0.4730086825217063
49,1.4509539123318622,1.4438975076168632,0.45360513401283503,0.4609286523216308
50,1.4443909237926134,1.4511472939869057,0.460475651189128,0.45360513401283503
51,1.4547614815154513,1.4606365803359211,0.45005662514156286,0.44394110985277463
52,1.4993271453369066,1.488588896062639,0.4053605134012835,0.41623254058135145
53,1.4899439471931273,1.4530100209125574,0.414722536806342,0.4517931294828237
54,1.4711082082439735,1.4874685395167069,0.4337485843714609,0.4172895432238581
55,1.5009088683243534,1.4990681150685186,0.4037750094375236,0.4056625141562854
56,1.4698220995313303,1.462883522833027,0.4349565873914685,0.44197810494526235
57,1.4563877015298115,1.4491167068481445,0.44839562098905245,0.4556436391090978
58,1.4664287987538582,1.464026951847445,0.43827859569648925,0.4407701019252548
59,1.4803976419467282,1.4426678413354257,0.42431106077765196,0.46206115515288787
60,1.443171130862213,1.4360032896488761,0.4616081540203851,0.46885617214043035
61,1.4432241637349705,1.4475423097610474,0.46153265383163455,0.4571536428841072
62,1.4552865227063496,1.4311233946090736,0.4493771234428086,0.47368818422046055
63,1.4765015019886736,1.5340465770827398,0.42838807097017745,0.3707059267648169
64,1.522044643399796,1.5363689560245202,0.38271045677614196,0.3685164212910532
65,1.508307351294347,1.4817883029652104,0.3964514911287278,0.42302755756889393
66,1.4712896047582948,1.4557485232030711,0.4335220838052095,0.44899962249905623
67,1.471697365316216,1.5168706610582876,0.43306908267270666,0.387844469611174
68,1.450822809468145,1.466061988602514,0.4539071347678369,0.4387315968289921
